timestamp,__name__,instance,job,namespace,phase,timestamp,argo_workflows_total_count,layer,unit,treatment
2026-01-15 14:13:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486433.23,5,workflow,workflows,NoTreatment
2026-01-15 14:14:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486463.23,10,workflow,workflows,Treatment
2026-01-15 14:14:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486493.23,10,workflow,workflows,Treatment
2026-01-15 14:15:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486523.23,10,workflow,workflows,Treatment
2026-01-15 14:15:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486553.23,10,workflow,workflows,Treatment
2026-01-15 14:16:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486583.23,10,workflow,workflows,Treatment
2026-01-15 14:16:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486613.23,10,workflow,workflows,Treatment
2026-01-15 14:17:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486643.23,10,workflow,workflows,Treatment
2026-01-15 14:17:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486673.23,10,workflow,workflows,Treatment
2026-01-15 14:18:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486703.23,10,workflow,workflows,Treatment
2026-01-15 14:18:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486733.23,10,workflow,workflows,Treatment
2026-01-15 14:19:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486763.23,10,workflow,workflows,Treatment
2026-01-15 14:19:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486793.23,10,workflow,workflows,Treatment
2026-01-15 14:20:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486823.23,10,workflow,workflows,Treatment
2026-01-15 14:20:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486853.23,10,workflow,workflows,Treatment
2026-01-15 14:21:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Running,1768486883.23,10,workflow,workflows,Treatment
2026-01-15 14:13:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486433.23,8,workflow,workflows,NoTreatment
2026-01-15 14:14:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486463.23,8,workflow,workflows,Treatment
2026-01-15 14:14:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486493.23,8,workflow,workflows,Treatment
2026-01-15 14:15:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486523.23,9,workflow,workflows,Treatment
2026-01-15 14:15:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486553.23,9,workflow,workflows,Treatment
2026-01-15 14:16:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486583.23,9,workflow,workflows,Treatment
2026-01-15 14:16:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486613.23,9,workflow,workflows,Treatment
2026-01-15 14:17:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486643.23,9,workflow,workflows,Treatment
2026-01-15 14:17:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486673.23,9,workflow,workflows,Treatment
2026-01-15 14:18:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486703.23,9,workflow,workflows,Treatment
2026-01-15 14:18:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486733.23,9,workflow,workflows,Treatment
2026-01-15 14:19:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486763.23,9,workflow,workflows,Treatment
2026-01-15 14:19:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486793.23,9,workflow,workflows,Treatment
2026-01-15 14:20:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486823.23,9,workflow,workflows,Treatment
2026-01-15 14:20:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486853.23,9,workflow,workflows,Treatment
2026-01-15 14:21:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486883.23,9,workflow,workflows,Treatment
2026-01-15 14:22:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768486973.23,1,workflow,workflows,Treatment
2026-01-15 14:23:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487003.23,1,workflow,workflows,Treatment
2026-01-15 14:23:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487033.23,1,workflow,workflows,Treatment
2026-01-15 14:24:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487063.23,1,workflow,workflows,Treatment
2026-01-15 14:24:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487093.23,1,workflow,workflows,Treatment
2026-01-15 14:25:23.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487123.23,1,workflow,workflows,Treatment
2026-01-15 14:25:53.230000019+00:00,argo_workflows_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Succeeded,1768487153.23,1,workflow,workflows,Treatment
